headline,abstract,timebegin,timeend,placename,tags,imageurl,storyurl
Dave Brubeck,"Dave Brubeck has long served as proof that creative jazz and popular success can go together. Although critics who had championed him when he was unknown seemed to scorn him when the Dave Brubeck Quartet became a surprise success, in reality Brubeck never watered down or altered his music in order to gain a wide audience. Creative booking (being one of the first groups to play regularly on college campuses) and a bit of luck resulted in great popularity, and Dave Brubeck remains one of the few household names in jazz.","December 6, 1920",,"Concord, CA","Cool, West Coast Jazz, Jazz Instrument, Piano Jazz, Classical",http://image.allmusic.com/00/amg/pic200/drp500/p502/p50273nmwba.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aifoxqt5ldhe~T1
Donald Byrd,"Donald Byrd was considered one of the finest hard bop trumpeters of the post-Clifford Brown era. He recorded prolifically as both a leader and sideman from the mid-'50s into the mid-'60s, most often for Blue Note, where he established a reputation as a solid stylist with a clean tone, clear articulation, and a knack for melodicism. Toward the end of the '60s, Byrd became fascinated with Miles Davis' move into fusion, and started recording his own forays into the field. In the early '70s, with the help of brothers Larry and Fonce Mizell, Byrd perfected a bright, breezy, commercially potent take on fusion that was distinct from Davis, incorporating tighter arrangements and more of a smooth soul influence. Opinions on this phase of Byrd's career diverge wildly -- jazz purists utterly despised it, branding Byrd a sellout and the records a betrayal of talent, but enraptured jazz-funk fans regard it as some of the most innovative, enduring work of its kind. In fact, proportionately speaking, Byrd is held in even higher esteem by that audience than by straight-ahead jazz fans who enjoy his hard bop output.Donaldson Toussaint L'Ouverture Byrd II was born in Detroit, MI, on December 9, 1932. His father, a Methodist minister, was an amateur musician, and Byrd was already an accomplished trumpeter by the time he finished high school, having performed with Lionel Hampton. Byrd served a stint in the Air Force, during which time he played in a military band, and subsequently completed his bachelor's degree in music at Wayne State University in 1954. He moved to New York in 1955 to get his master's at the Manhattan School of Music, and soon began performing with pianist George Wallington's group. In December of that year, he was invited to join Art Blakey's Jazz Messengers, filling a chair once held by his idol, Clifford Brown, and Kenny Dorham. Byrd also began his recording career during this period, leading several sessions (mostly for Savoy) and working often as a sideman, particularly at the Prestige label. He left the Jazz Messengers in 1956 and joined up with Max Roach; he went on to play with the likes of John Coltrane, Sonny Rollins, and Red Garland, and also co-founded the Jazz Lab Quintet with altoist Gigi Gryce in 1957.In 1958, Byrd signed an exclusive recording contract with Blue Note, and also formed a band with baritonist Pepper Adams, who would remain Byrd's regular partner until 1961. Byrd's Blue Note debut was 1958's Off to the Races, and he and Adams collaborated on a series of excellent hard bop dates over the next three years, including Byrd in Hand (1959), At the Half Note Cafe, Vols. 1-2 (1960), The Cat Walk (1961), and Royal Flush (also 1961), among others. Another 1961 recording, Free Form, found Byrd giving a young Herbie Hancock some of his earliest exposure. Following this burst of activity, Byrd took a sabbatical to continue his studies in Europe, where he spent some time under the tutelage of the legendary French music educator Nadia Boulanger. He returned to the U.S. in 1963 and recorded A New Perspective, a now-classic set that broke new ground by incorporating gospel choirs into its arrangements; its signature piece, ""Cristo Redentor,"" became quite popular.In the mid-'60s, Byrd focused more of his energies on teaching, and worked diligently to make jazz and its history a legitimate part of the college curriculum. He taught at Rutgers, Hampton, New York University, and Howard in the late '60s, and the last one remained a steady association for much of the '70s. In the meantime, Byrd continued to record occasionally, cutting a final spate of hard bop albums over 1966-1967 that included Mustang! and Blackjack. Byrd also began to study African music, inspired partly by the emerging black-consciousness movement, and became interested in Miles Davis' efforts to woo a younger audience (including Byrd's own students) by experimenting with electronics and funk rhythms. 1969's Fancy Free found Byrd using electric piano for the first time, with a spacy sound that recalled Davis' In a Silent Way. 1970's Electric Byrd had more of a Bitches Brew flavor, and the jams on 1971's Ethiopian Knights were longer, funkier, and more aggressive. Byrd truly came into his own as a fusion artist when he hooked up with brothers Larry and Fonce Mizell, who began to handle production, writing, and some musical support duties. Their first collaboration was 1972's Black Byrd, an upbeat, funky blend of jazz and R&B. Jazz critics detested the album and called Byrd all sorts of names, but the record was a smash hit; it became the biggest seller in Blue Note history, and just missed hitting number one on the R&B albums chart. In the wake of its success, Byrd formed a supporting group, the Blackbyrds, who were culled from the cream of his music students at Howard University and recorded through the rest of the '70s. Byrd went on to release a string of successful LPs in partnership with the Mizell Brothers, including the imaginary blaxploitation soundtrack Street Lady (1974), Stepping into Tomorrow (1975), the much-lauded Places and Spaces (1976), and Caricatures (1977). All made the Top Ten on the R&B album charts, and the Places and Spaces single ""Change (Makes You Wanna Hustle)"" even got substantial play in discotheques. Jazz-funk fans revere this period in general, but usually reserve their highest praise for Street Lady and, especially, Places and Spaces. As a side note to his musical career, Byrd finished law school in 1976, and went on to teach at North Carolina Central University.Following Caricatures, Byrd parted ways with Blue Note and the Mizell Brothers and moved to Elektra. He recorded several albums over 1978-1983, but even the most commercially successful, 1978's Thank You...for F.U.M.L. (Funking up My Life), didn't match the infectiousness of his Blue Note jazz-funk outings. In 1982, Byrd received his Ph.D. from Columbia Teachers College. He spent a few years in the mid-'80s away from recording, due in part to ill health, but continued to teach, moving on to North Texas State and Delaware State. In the late '80s and early '90s, Byrd returned to the hard bop of his early days on several sessions for the Landmark label. He participated in rapper Guru's Jazzmatazz project in 1993, and with the advent of the jazz-rap movement and England's acid jazz revival, his '70s albums became hugely popular sources for samples. In the meantime, Byrd continued his activities as a jazz educator.","December 9, 1932",,"Detroit, MI","Funk, Jazz-Funk, Fusion, Hard Bop, Crossover Jazz, R&B, Post-Bop, Jazz Instrument, Trumpet Jazz",http://image.allmusic.com/00/amg/pic200/drp100/p112/p11280bje87.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gvfexq95ldfe~T1
Charlie Christian,"It can be said without exaggeration that virtually every jazz guitarist that emerged during 1940-65 sounded like a relative of Charlie Christian. The first important electric guitarist, Christian played his instrument with the fluidity, confidence, and swing of a saxophonist. Although technically a swing stylist, his musical vocabulary was studied and emulated by the bop players, and when one listens to players ranging from Tiny Grimes, Barney Kessel, and Herb Ellis, to Wes Montgomery and George Benson, the dominant influence of Christian is obvious.","July 29, 1916","March 2, 1942","Dallas, TX","Swing, Bop, Big Band, Jazz Instrument, Guitar Jazz",http://image.allmusic.com/00/amg/pic200/drp300/p347/p34773dcbin.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kifuxqt5ldje~T1
Nat King Cole,"In the traditional pop market, Nat King Cole is best known for major pop hits like ""Mona Lisa"", ""Unforgettable,"" ""Too Young"" and ""Walkin' My Baby Back Home"". But Cole's roots were straightahead jazz, and before he was a pop superstar, he was a swing-oriented singer/pianist who had an improvising group that was billed as the Nat King Cole Trio. One thing that made the combo unique was the absence of a drummer; while about 98% of the small swing groups that were active in the ë30s and ë40s had full-time drummers, the Cole Trio only used piano, guitar and acoustic bass. Whether Cole was singing or favoring an instrumental approach, that piano/guitar/bass format was unique--and if the Nat King Cole Trio did work with a drummer, he was strictly a guest.","March 17, 1919","February 15, 1965","Montgomery, AL","Traditional Pop, Vocal Jazz, Vocal, Urban Blues, Swing, Jump Blues, Early R&B, R&B",http://image.allmusic.com/00/amg/pic200/drp000/p075/p07584a13q7.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fvfrxqr5ldae~T1
Ornette Coleman,"One of the most important (and controversial) innovators of the jazz avant-garde, Ornette Coleman gained both loyal followers and lifelong detractors when he seemed to burst on the scene in 1959 fully formed. Although he, and Don Cherry in his original quartet, played opening and closing melodies together, their solos dispensed altogether with chordal improvisation and harmony, instead playing quite freely off of the mood of the theme. Coleman's tone (which purposely wavered in pitch) rattled some listeners, and his solos were emotional and followed their own logic. In time, his approach would be quite influential, and the quartet's early records still sound advanced many decades later.","March 9, 1930",,"Fort Worth, TX","Free Jazz, Free Funk, Modern Creative, Avant-Garde Jazz, Jazz Instrument, Saxophone Jazz, Fusion, Classical",http://image.allmusic.com/00/amg/pic200/drp000/p062/p06262hh6t6.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gvfpxqr5ldse~T1
John Coltrane,"Despite a relatively brief career (he first came to notice as a sideman at age 29 in 1955, formally launched a solo career at 33 in 1960, and was dead at 40 in 1967), saxophonist John Coltrane was among the most important, and most controversial, figures in jazz. It seems amazing that his period of greatest activity was so short, not only because he recorded prolifically, but also because, taking advantage of his fame, the record companies that recorded him as a sideman in the 1950s frequently reissued those recordings under his name and there has been a wealth of posthumously released material as well. Since Coltrane was a protean player who changed his style radically over the course of his career, this has made for much confusion in his discography and in appreciations of his playing. There remains a critical divide between the adherents of his earlier, more conventional (if still highly imaginative) work and his later, more experimental work. No one, however, questions Coltrane's almost religious commitment to jazz or doubts his significance in the history of the music.","September 23, 1926","July 17, 1967","Hamlet, NC","Post-Bop, Hard Bop, Free Jazz, Modal Music, Avant-Garde Jazz, Jazz Instrument, Saxophone Jazz",http://image.allmusic.com/00/amg/pic200/drp000/p008/p00865vepi5.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dvftxqr5ldfe~T1
Chick Corea,"Chick Corea has been one of the most significant jazzmen since the '60s. Not content at any time to rest on his laurels, Corea has been involved in quite a few important musical projects, and his musical curiosity has never dimmed. A masterful pianist who, along with Herbie Hancock and Keith Jarrett, was one of the top stylists to emerge after Bill Evans and McCoy Tyner, Corea is also one of the few electric keyboardists to be quite individual and recognizable on synthesizers. In addition, he has composed several jazz standards, including ""Spain,"" ""La Fiesta,"" and ""Windows.""","June 12, 1941",,"Chelsea, MA","Fusion, Post-Bop, Classical, World Fusion, Contemporary Jazz, Avant-Garde Jazz, Jazz Instrument, Piano Jazz",http://image.allmusic.com/00/amg/pic200/drp000/p012/p01278wof73.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gvfyxqt5ld0e~T1
Miles Davis,"Throughout a professional career lasting 50 years, Miles Davis played the trumpet in a lyrical, introspective, and melodic style, often employing a stemless Harmon mute to make his sound more personal and intimate. But if his approach to his instrument was constant, his approach to jazz was dazzlingly protean. To examine his career is to examine the history of jazz from the mid-'40s to the early '90s, since he was in the thick of almost every important innovation and stylistic development in the music during that period, and he often led the way in those changes, both with his own performances and recordings and by choosing sidemen and collaborators who forged new directions. It can even be argued that jazz stopped evolving when Davis wasn't there to push it forward.","May 26, 1926","September 28, 1991","Alton, IL","Pop/Rock, Jazz-Funk, Bop, Cool, Fusion, Hard Bop, Modal Music, Jazz-Rock, Post-Bop, Jazz Instrument, Trumpet Jazz, Classical",http://image.allmusic.com/00/amg/pic200/drp100/p118/p11854a52w5.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0ifuxqt5ldke~T1
Eric Dolphy,"Eric Dolphy was a true original with his own distinctive styles on alto, flute, and bass clarinet. His music fell into the ""avant-garde"" category yet he did not discard chordal improvisation altogether (although the relationship of his notes to the chords was often pretty abstract). While most of the other ""free jazz"" players sounded very serious in their playing, Dolphy's solos often came across as ecstatic and exuberant. His improvisations utilized very wide intervals, a variety of nonmusical speechlike sounds, and its own logic. Although the alto was his main axe, Dolphy was the first flutist to move beyond bop (influencing James Newton) and he largely introduced the bass clarinet to jazz as a solo instrument. He was also one of the first (after Coleman Hawkins) to record unaccompanied horn solos, preceding Anthony Braxton by five years.","June 20, 1928","June 29, 1964","Los Angeles, CA","Post-Bop, Free Jazz, Avant-Garde Jazz, Jazz Instrument, Saxophone Jazz",http://image.allmusic.com/00/amg/pic200/drp500/p507/p50703vjpug.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hifqxqt5ld0e~T1
Tommy Dorsey,"Though he might have been ranked second at any given moment to Benny Goodman, Artie Shaw, Glenn Miller, or Harry James, Tommy Dorsey was overall the most popular bandleader of the swing era that lasted from 1935 to 1945. His remarkably melodic trombone playing was the signature sound of his orchestra, but he successfully straddled the hot and sweet styles of swing with a mix of ballads and novelty songs. He provided showcases to vocalists like Frank Sinatra, Dick Haymes, and Jo Stafford, and he employed inventive arrangers such as Sy Oliver and Bill Finegan. He was the biggest-selling artist in the history of RCA Victor Records, one of the major labels, until the arrival of Elvis Presley, who was first given national exposure on the 1950s television show he hosted with his brother Jimmy. Dorsey was 21 months younger than Jimmy and thus the second son of Thomas Francis Dorsey, Sr., a music teacher and band director, and Theresa Langton Dorsey. Both brothers received musical instruction from their father. Tommy focused on the trombone, though he also played trumpet, especially early in his career. The brothers played in local groups, then formed their own band, Dorsey's Novelty Six, in 1920. By 1922, when they played an engagement at a Baltimore amusement park and made their radio debut, they were calling the group Dorsey's Wild Canaries. During the early and mid-'20s, they played in a series of bands including the Scranton Sirens, the California Ramblers, and orchestras led by Jean Goldkette and Paul Whiteman, sometimes apart, but usually together. Eventually, they settled in New York and worked as session musicians. In 1927, they began recording as the Dorsey Brothers Orchestra for OKeh Records, using pickup bands, and they first reached the charts with ""Coquette"" in June 1928. In the spring of 1929, they scored a Top Ten hit with ""Let's Do It (Let's Fall in Love),"" which featured Bing Crosby on vocals. The Dorseys finally organized a full-time band and signed to Decca Records in 1934. Hiring Bing Crosby's younger brother Bob Crosby as their vocalist, they scored a Top Ten hit with ""I Believe in Miracles"" in the late winter of 1935, quickly followed by ""Tiny Little Fingerprints"" (vocal by Kay Weber) and ""Night Wind"" (vocal by Bob Crosby). They then enjoyed successive number one hits with ""Lullaby of Broadway"" (vocal by Bob Crosby) and ""Chasing Shadows"" (vocal by Bob Eberly, Bob Crosby's replacement). The Dorsey Brothers Orchestra was poised to become the biggest band in the country in the spring of 1935 and might have been remembered for launching the swing era, but at the end of May the brothers, whose relationship was always volatile, disagreed, and Tommy left the band (which nevertheless scored another Top Ten hit with ""Every Little Movement"" that summer). Jimmy Dorsey continued to lead the band, which eventually was billed as Jimmy Dorsey and His Orchestra and went on to considerable success. But while the Dorseys stumbled, Benny Goodman achieved national success and was dubbed ""the King of Swing."" Tommy Dorsey took over the remnants of the Joe Haymes band in founding his own orchestra in the fall of 1935. Signing to RCA Victor Records, he scored an immediate success with ""On Treasure Island"" (vocal by Edythe Wright), which topped the charts in December 1935, one of four Dorsey records to peak in the Top Ten before the end of the year. Dorsey was back at number one in January 1936 with ""The Music Goes Round and Round"" (vocal by Edythe Wright) and topped the charts again in February with ""Alone"" (vocal by Cliff Weston). ""You"" (vocal by Edythe Wright) gave him his third number one in 1936, to which can be added eight other Top Ten hits during the year. Dorsey was even more successful in 1937, a year in which he scored 18 Top Ten hits, among them the chart-toppers ""Marie"" (vocal by Jack Leonard), ""Satan Takes a Holiday"" (an instrumental), ""The Big Apple,"" ""Once in a While,"" and ""The Dipsy Doodle"" (vocal by Edythe Wright). Dorsey earned his own radio series, which ran for nearly three years. His 15 Top Ten hits in 1938 included the number one ""Music, Maestro, Please"" (vocal by Edythe Wright), and he had another 11 Top Ten hits in 1939, among them ""Our Love"" (vocal by Jack Leonard), which hit number one. Notwithstanding his commercial success, Dorsey made important changes in his band in late 1939, particularly in his vocalists. Jack Leonard left the band in November, and Dorsey hired Frank Sinatra away from Harry James. Longtime female singer Edythe Wright also departed, replaced by Connie Haines, and the vocal quartet the Pied Pipers, featuring Jo Stafford, also joined Dorsey. The success only continued with the new members. Dorsey scored ten Top Ten hits in 1940, among them the chart-toppers ""Indian Summer"" and ""All the Things You Are"" (both with vocals by Leonard) as well as ""I'll Never Smile Again"" (with vocals by Sinatra and the Pied Pipers). For the year, he ranked second behind Glenn Miller as the top recording artist. He dropped to third place behind Miller and his brother Jimmy in 1941, a year in which he scored another ten Top Ten hits, eight of them featuring Sinatra, including the number one hit ""Dolores"" from the film Las Vegas Nights, released in March, in which the band appeared. 1942 was a challenging year for Dorsey. The U.S. had entered World War II in December 1941, which put pressure on the big bands particularly in terms of changing personnel and travel difficulties. On August 1, 1942, the American Federation of Musicians called a strike that prevented musicians from entering recording studios. Frank Sinatra left the band in September to launch a solo career, and the Pied Pipers were gone by the end of the year. Nevertheless, Dorsey carried on, putting the band into a second motion picture, Ship Ahoy, which opened in June, and scoring four Top Ten hits, which, with his other chart entries, was enough to rank him fifth among the year's top recording artists. He earned the same ranking in the transitional year of 1943, despite being shut out of the recording studios, managing another four Top Ten hits, among them ""There Are Such Things"" and ""In the Blue of the Evening,"" chart-toppers Sinatra recorded with the band before his departure. Meanwhile, Dorsey turned to film roles to keep active, appearing in three movies released during 1943: Presenting Lily Mars, DuBarry Was a Lady, and Girl Crazy. By 1944, RCA Victor had exhausted its stockpile of unissued Dorsey recordings and had to resort to reissues, managing Top Ten hits with the 1938 instrumental ""Boogie Woogie"" and the 1940 recording ""I'll Be Seeing You"" with Sinatra on vocals. Dorsey remained in Hollywood, appearing in Broadway Rhythm, which opened in April. The settlement of the musicians' union strike in the fall allowed him to return to the recording studio, and he scored six Top Ten hits in 1945 as a result, also placing an album, Getting Sentimental, in the newly instituted album charts. In May, he appeared in the film Thrill of a Romance. Dorsey scored another Top Ten album with Show Boat, containing songs from the Broadway musical, in February 1946. The big bands were in decline, and like some of his peers, Dorsey broke up his band in December 1946. But his All-Time Hits was in the Top Ten of the album charts in February 1947, and in March ""How Are Things in Glocca Morra?"" (vocal by Stuart Foster) entered the singles charts to become a Top Ten hit. Dorsey reorganized his band, and in May he played himself in a largely fictionalized film biography, The Fabulous Dorseys. Clambake Seven, an album of music by Dorsey's small group, reached the Top Ten in October 1948, the same month he appeared in the film A Song Is Born, and the following month he was back in the Top Ten of the singles charts with ""Until"" (vocal by Harry Prime). In the spring of 1949, he had a double-sided Top Ten hit with ""The Hucklebuck"" (vocal by Charlie Shavers)/""Again"" (vocal by Marcy Lutes). The compilation album And the Band Sings Too was in the Top Ten in September, and Dorsey returned to the Top Ten of the album charts with Tommy Dorsey Plays Cole Porter in April 1950. His final film appearance came in Disc Jockey in September 1951. Dorsey switched to Decca Records and continued to perform with his band in the early '50s. In May 1953, Jimmy Dorsey broke up his band and joined his brother's orchestra as a featured attraction; before long, the band was again being billed as the Dorsey Brothers Orchestra. While playing a residency at the Statler Hilton Hotel in New York, the brothers launched a television series, Stage Show, as a summer replacement program in the summer of 1954. It returned on an occasional basis during the 1954-1955 season and ran regularly once a week during the 1955-1956 season. Elvis Presley appeared on the show for six consecutive weeks starting in January 1956, his first nationally broadcast appearances. Sedated by sleeping pills following a heavy meal, Dorsey accidentally choked to death at the age of 51. His brother led his band briefly afterward, but Jimmy Dorsey died in 1957. Nevertheless, the Tommy Dorsey Orchestra continued to record and perform, and under the direction of Warren Covington it scored a final million-selling Top Ten hit in November 1958 with ""Tea for Two Cha Cha."" Billed as ""the sentimental gentleman of swing,"" Tommy Dorsey successfully combined the hot and sweet aspects of swing music while leading a band that consistently ranked among the top two or three orchestras in the U.S. from the mid-'30s to the mid-'40s, the entire swing era. His band was peopled with major jazz instrumentalists (including Bunny Berigan, Ziggy Elman, Pee Wee Erwin, Max Kaminsky, Buddy Rich, Charlie Shavers, and Dave Tough), arrangers (including Sy Oliver and Paul Weston), and singers (including Frank Sinatra and Jo Stafford) who went on to define popular music in the late '40s and early '50s. He was also an accomplished trombone player whose distinctive sound dominated his band and recordings. The bulk of those recordings were made for RCA Victor, though some later work was done for Decca and Columbia, and of course there are numerous airchecks, making for a large discography.","November 19, 1905","November 26, 1956","Shenandoah, PA","Big Band, Swing, Sweet Bands",http://image.allmusic.com/00/amg/pic200/drp000/p073/p07319o6531.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kbfwxql5ldfe~T1
Dave Douglas,"Dave Douglas arguably became the most original trumpeter/composer of his generation. Douglas' stylistic range is broad yet unaffected; his music is not a pastiche, but rather a personal aesthetic that reflects a wide variety of interests. He explicitly cites such diverse influences as Igor Stravinsky, Stevie Wonder, and John Coltrane. As a composer, Douglas adapts and synthesizes unusual forms and creates his own out of disparate elements. As a trumpeter, Douglas possesses a comprehensive jazz technique; certainly, one hears the ghost of Lester Bowie in Douglas' expressive manipulations of timbre and pitch, but more pronounced is the integration of distinctive compositional and improvisational conceptions that ultimately defines his work.","March 24, 1963",,"Montclair, NJ","Modern Creative, Avant-Garde Jazz, Post-Bop, Jazz Instrument, Trumpet Jazz, Classical",http://image.allmusic.com/00/amg/pic200/drp200/p231/p23191wbhar.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:abfqxql5ldte~T1
Duke Ellington,"Duke Ellington was the most important composer in the history of jazz as well as being a bandleader who held his large group together continuously for almost 50 years. The two aspects of his career were related; Ellington used his band as a musical laboratory for his new compositions and shaped his writing specifically to showcase the talents of his bandmembers, many of whom remained with him for long periods. Ellington also wrote film scores and stage musicals, and several of his instrumental works were adapted into songs that became standards. In addition to touring year in and year out, he recorded extensively, resulting in a gigantic body of work that was still being assessed a quarter century after his death.","Apr 29, 1899 ","May 24, 1974",Washington D.C.,"Big Band, Swing, Early Jazz, Standards, Film Music, Modern Big Band,Progressive Jazz",http://image.allmusic.com/00/amg/pic200/drp200/p215/p21595d0mv1.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fbfexqq5ldae~T1
Bill Evans,"With the passage of time, Bill Evans has become an entire school unto himself for pianists and a singular mood unto himself for listeners. There is no more influential jazz-oriented pianist -- only McCoy Tyner exerts nearly as much pull among younger players and journeymen -- and Evans has left his mark on such noted players as Herbie Hancock, Keith Jarrett, Chick Corea, Brad Mehldau. Borrowing heavily from the impressionism of Debussy and Ravel, Evans brought a new, introverted, relaxed, lyrical, European classical sensibility into jazz -- and that seems to have attracted a lot of young conservatory-trained pianists who follow his chord voicings to the letter in clubs and on stages everywhere. Indeed, classical pianists like Jean-Yves Thibaudet have recorded note-for-note transcriptions of Evans' performances, bringing out the direct lineage with classical composers. In interviews, Evans often stressed that pianists should thoroughly learn technique and harmony so that they can put their inspiration to maximum use. Since he already had those tools in hand, he worked very hard on his touch, getting the special, refined tone that he wanted out of a piano. He also tried to democratize the role of the bassist and drummer in his succession of piano trios, encouraging greater contrapuntal interplay.","August 16, 1929","September 15, 1980","Plainfield, NJ","Cool, Post-Bop, Modal Music, Jazz Instrument, Piano Jazz",http://image.allmusic.com/00/amg/pic200/drp500/p513/p51339qvrve.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0ifuxqt5ld0e~T1
Gil Evans,"One of the most significant arrangers in jazz history, Gil Evans' three album-length collaborations with Miles Davis (Miles Ahead, Porgy and Bess, and Sketches of Spain) are all considered classics. Evans had a lengthy and wide-ranging career that sometimes ran parallel to the trumpeter. Like Davis, Gil became involved in utilizing electronics in the '70s and preferred not to look back and re-create the past. He led his own band in California (1933-1938) which eventually became the backup group for Skinnay Ennis; Evans stayed on for a time as arranger. He gained recognition for his somewhat futuristic charts for Claude Thornhill's Orchestra (1941-1942 and 1946-1948) which took advantage of the ensemble's cool tones, utilized French horns and a tuba as frontline instruments, and, by 1946, incorporated the influence of bop. He met Miles Davis (who admired his work with Thornhill) during this time and contributed arrangements of ""Moon Dreams"" and ""Boplicity"" to Davis' ""Birth of the Cool"" nonet.","May 13, 1912","March 20, 1988","Toronto, Ontario, Canada","Cool, Fusion, Post-Bop, Modern Big Band, Progressive Jazz,  Experimental Big Band",http://image.allmusic.com/00/amg/pic200/drp000/p092/p09203nw5cy.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wbfuxqe5ldae~T1
Ella Fitzgerald,"""The First Lady of Song,"" Ella Fitzgerald was arguably the finest female jazz singer of all time (although some may vote for Sarah Vaughan or Billie Holiday). Blessed with a beautiful voice and a wide range, Fitzgerald could outswing anyone, was a brilliant scat singer, and had near-perfect elocution; one could always understand the words she sang. The one fault was that, since she always sounded so happy to be singing, Fitzgerald did not always dig below the surface of the lyrics she interpreted and she even made a downbeat song such as ""Love for Sale"" sound joyous. However, when one evaluates her career on a whole, there is simply no one else in her class.","April 25, 1917","June 15, 1996","Newport News, VA","Jazz, Bop, Swing, Standards, Traditional Pop, Vocal Jazz, Popular Music Entry",http://image.allmusic.com/00/amg/pic200/drp000/p006/p00650nc896.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifpxqt5ldae~T1
Red Garland,"Red Garland mixed together the usual influences of his generation (Nat Cole, Bud Powell, and Ahmad Jamal) into his own distinctive approach; Garland's block chords themselves became influential on the players of the 1960s. He started out playing clarinet and alto, switching to piano when he was 18. During 1946-1955, he worked steadily in New York and Philadelphia, backing such major players as Charlie Parker, Coleman Hawkins, Lester Young, and Roy Eldridge, but still remaining fairly obscure. That changed when he became a member of the classic Miles Davis Quintet (1955-1958), heading a rhythm section that also included Paul Chambers and Philly Joe Jones. After leaving Miles, Garland had his own popular trio and recorded very frequently for Prestige, Jazzland, and Moodsville during 1956-1962 (the majority of which are available in the Original Jazz Classics series). The pianist eventually returned to Texas and was in semi-retirement, but came back gradually in the 1970s, recording for MPS (1971) and Galaxy (1977-1979) before retiring again.","May 13, 1923","April 23, 1984","Dallas, TX","Hard Bop, Jazz Instrument, Piano Jazz",http://image.allmusic.com/00/amg/pic200/drp000/p006/p00631b4qs1.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0iftxqt5ldae
Erroll Garner,"One of the most distinctive of all pianists, Erroll Garner proved that it was possible to be a sophisticated player without knowing how to read music, that a creative jazz musician can be very popular without watering down his music, and that it is possible to remain an enthusiastic player without changing one's style once it is formed. A brilliant virtuoso who sounded unlike anyone else, on medium tempo pieces, Erroll Garner often stated the beat with his left hand like a rhythm guitar while his right played chords slightly behind the beat, creating a memorable effect. His playful free-form introductions (which forced his sidemen to really listen), his ability to play stunning runs without once glancing at the keyboard, his grunting, and the pure joy that he displayed while performing were also part of the Erroll Garner magic.","June 15, 1921","January 7, 1977","Pittsburgh, PA","Bop, Swing, Jazz Instrument, Piano Jazz",http://image.allmusic.com/00/amg/pic200/drp500/p552/p55219lw2zo.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aiftxqt5ldae~T1
